Name,Dosage,Forme,Presentation,Price,Remboursement,DCI,Type,Prescription
CREON 25 000 UI,300 mg,Gelules gastroresistantes,FL/60,49.405,41.973,PANCREATINE,Laxatifs,Non
CRESTOR,5 mg,Comprimes pellicules,B/30,44.375,11.628,ROSUVASTATINE,Autres,Oui
CUPRIPEN,250 mg,Capsules,B/30,60.229,51.195,PENICILLAMINE,Immunosuppresseurs,Oui
CURACNE,40 mg,Capsules molles,B/30,89.72,21.132,ISOTRETINOINE,Anticancéreux,Oui
CURACNE GE,10 mg,Capsules molles,B/30,29.045,7.224,ISOTRETINOINE,Anticancéreux,Oui
CURACNE GE,20 mg,Capsules molles,B/30,48.875,12.78,ISOTRETINOINE,Anticancéreux,Oui
CURACNE GE,5 mg,Capsules molles,B/30,20.54,4.74,ISOTRETINOINE,Anticancéreux,Oui
CYCLADOL,20 mg,Comprimes effervescents,B/14,15.525,6.474,PIROXICAM,Anti-inflammatoires,Oui
CYCLADOL,20 mg,Comprimes secables,B/14,15.525,6.474,PIROXICAM,Anti-inflammatoires,Oui
CYCLOCOL,"0,50%",Collyre,FL/0.5 ml,1.71,1.454,CYCLOPENTOLATE,Autres,Oui
CYCLODEX,20 mg,Comprimes secables,B/14,10.96,5.034,PIROXICAM,Anti-inflammatoires,Oui
CYCLODEX,20 mg,Comprimes secables,B/7,4.445,2.517,PIROXICAM,Anti-inflammatoires,Oui
CYSTODOSE,3 g,Granules pour solution buvable,B/1 sachets,15.14,12.869,FOSFOMYCINE,Antibiotiques,Oui
CYTEAL,"0,10%",Solution externe,FL/250 ml,6.82,2.2,CHLORHEXIDINE+CHLOROCRESOL+HEXAMIDINE,Autres,Oui
CYTEAL,"0,10%",Solution externe,FL/500 ml,11.465,4.4,CHLORHEXIDINE+CHLOROCRESOL+HEXAMIDINE,Autres,Oui
CYVALTEX 500,500 mg,Comprimes pellicules,B/10,24.775,18.896,VALACICLOVIR,Antiviraux,Oui
CYVALTEX 500,500 mg,Comprimes pellicules,B/42,100.14,79.361,VALACICLOVIR,Antiviraux,Oui
CYVALTEX 500,500 mg,Comprimes pellicules,B/90,200.13,170.06,VALACICLOVIR,Antiviraux,Oui
CYVALTEX 500,500 mg,Comprimes pellicules,FL/10,24.775,18.896,VALACICLOVIR,Antiviraux,Oui
CYVALTEX 500,500 mg,Comprimes pellicules,FL/42,100.14,79.361,VALACICLOVIR,Antiviraux,Oui
CYVALTEX 500,500 mg,Comprimes pellicules,FL/90,200.13,170.06,VALACICLOVIR,Antiviraux,Oui
CYVAX,125 µg/25 µg,Aerosol,FL/120 doses,28.05,23.766,SALMETEROL+FLUTICASONE,Bronchodilatateurs,Oui
CYVAX,250 µg/25 µg,Suspension pour inhalation,FL/120 doses,48.06,40.8,SALMETEROL+FLUTICASONE,Bronchodilatateurs,Oui
CYVAX,50 µg/25 µg/dose,Suspension pour inhalation,FL/120 doses,17.245,14.586,SALMETEROL+FLUTICASONE,Bronchodilatateurs,Oui
D-MAX,200 000 UI/ml,Solution injectable,B/1 amp 1 ml,4.471,3.179,VITAMINE D,Vitamines et compléments alimentaires,Non
D-MAX,200 000 UI/ml,Solution injectable I.M et buvable,B/1 amp,3.74,3.179,VITAMINE D,Vitamines et compléments alimentaires,Non
D3 INJECT,200 000 UI/ml,Solution injectable IM et Orale,B/1 amp 1 ml,5.17,3.179,VITAMINE D,Vitamines et compléments alimentaires,Non
DACUROSE,18 mg/12 mg/ml,Collyre,B/10/10 ml,4.2,0.996,ACIDE BORIQUE+BORATE DE SOUDE,Autres,Oui
DACUROSE,18 mg/12 mg/ml,Collyre,B/20/10 ml,4.985,1.992,ACIDE BORIQUE+BORATE DE SOUDE,Autres,Oui
DAFALGAN,1 g,Comprimes pellicules,B/8,3.885,1.986,PARACETAMOL,Analgésiques (antidouleurs),Non
DAIVOBET,"50 µg/0,5 mg/g",Gel dermique,FL/30 g,95.38,24.786,CALCIPOTRIOL + BETAMETHASONE,Vitamines et compléments alimentaires,Non
DAIVOBET,"50 µg/0,5 mg/g",Gel dermique,FL/60 g,145.49,49.572,CALCIPOTRIOL + BETAMETHASONE,Vitamines et compléments alimentaires,Non
DAIVOBET,"50 µg/0,5 mg/g",Pommade dermique,T/60 g,124.885,48.552,CALCIPOTRIOL + BETAMETHASONE,Vitamines et compléments alimentaires,Non
DAIVODERM,"50 µg/0,5 mg/g",Gel dermique,FL/100 g,97.24,82.62,CALCIPOTRIOL + BETAMETHASONE,Vitamines et compléments alimentaires,Non
DAIVODERM,"50 µg/0,5 mg/g",Gel dermique,FL/30 g,29.24,24.786,CALCIPOTRIOL + BETAMETHASONE,Vitamines et compléments alimentaires,Non
DAIVODERM,"50 µg/0,5 mg/g",Pommade dermique,T/100 g,97.24,80.92,CALCIPOTRIOL + BETAMETHASONE,Vitamines et compléments alimentaires,Non
DAIVODERM,"50 µg/0,5 mg/g",Pommade dermique,T/30 g,29.24,24.276,CALCIPOTRIOL + BETAMETHASONE,Vitamines et compléments alimentaires,Non
DAIVONEX,50 µg/g,Creme dermique,T/30 g,18.085,15.351,CALCIPOTRIOL,Vitamines et compléments alimentaires,Non
DAIVONEX,50 µg/g,Lotion,FL/60 ml,34.145,29.019,CALCIPOTRIOL,Vitamines et compléments alimentaires,Non
DAIVONEX,50 µg/g,Pommade dermique,T/30 g,20.442,17.366,CALCIPOTRIOL,Vitamines et compléments alimentaires,Non
DAKIN COOPER STABILISEE,"5,00%",Solution externe,FL/250 ml,5.341,0.7,HYPOCHLORITE DE SODIUM,Autres,Non
DALACINE T TOPIC,"1,00%",Solution externe,FL/30 ml,7.991,3.192,CLINDAMYCINE,Antibiotiques,Oui
DANATROL,200 mg,Gelules,B/100,97.89,83.13,DANAZOL,Hormones,Oui
DANATROL,200 mg,Gelules,B/40,39.865,33.252,DANAZOL,Hormones,Oui
DAONIL,5 mg,Comprimes secables,B/100,19.74,5.61,GLIBENCLAMIDE,Antidiabétiques,Oui
DAONIL,5 mg,Comprimes secables,B/20,5.69,1.122,GLIBENCLAMIDE,Antidiabétiques,Oui
DAONIL,5 mg,Comprimes secables,B/60,3.995,3.366,GLIBENCLAMIDE,Antidiabétiques,Oui
DEBRICOL,100 mg,Comprimes,B/30,5.16,1.764,TRIMEBUTINE,Antispasmodiques,Non
DEBRICOL,200 mg,Comprimes secables,B/20,7.345,2.936,TRIMEBUTINE,Antispasmodiques,Non
DEBRICOL,"4,8 mg/ml",Granules pour suspension buvable,FL/100 ml,2.08,0.6,TRIMEBUTINE,Antispasmodiques,Non
DEBRICOL,"4,8 mg/ml",Granules pour suspension buvable,FL/125 ml + pipette doseuse,2.215,0.75,TRIMEBUTINE,Antispasmodiques,Non
DEBRICOL,"4,8 mg/ml",Granules pour suspension buvable,FL/250 ml,3.985,1.5,TRIMEBUTINE,Antispasmodiques,Non
DEBRICOL,"74,4 mg",Granules pour suspension buvable,B/30 sachets,8.47,3.384,TRIMEBUTINE,Antispasmodiques,Non
DEBRIDAT,100 mg,Comprimes pellicules,B/30,5.83,1.764,TRIMEBUTINE,Antispasmodiques,Non
DEBRIDAT,200 mg,Comprimes pellicules,B/15,5.83,2.202,TRIMEBUTINE,Antispasmodiques,Non
DECONTRACTYL,500 mg,Comprimes pellicules,B/24,8.785,3.514,MEPHENESINE,Antispasmodiques,Non
DEDROGYL,15 mg/100 ml,Gouttes buvables,FL/10 ml,13.242,11.254,CALCIFEDIOL,Vitamines et compléments alimentaires,Non
DELAPRIDE,"30 mg/2,5 mg",Comprimes secables,FL/28,15.133,12.852,DELAPRIL+INDAPAMIDE,Antihypertenseurs,Oui
DENIR,"0,5 mg/5 ml",Sirop,FL/125 ml,1.275,1.063,DEXCHLORPHENIRAMINE,Antihistaminiques,Non
DENSICAL,600 mg,Comprimes à sucer,FL/60,10.119,8.568,CALCIUM,Vitamines et compléments alimentaires,Non
DEPAKINE,200 mg,Comprimes gastro-resistants,FL/20,5.335,5.32,ACIDE VALPROIQUE,Anticonvulsivants,Oui
DEPAKINE,200 mg/ml,Sirop,FL/150 ml,10.375,9.6,ACIDE VALPROIQUE,Anticonvulsivants,Oui
DEPAKINE,200 mg/ml,Solution buvable,FL/40 ml,6.205,6.0,ACIDE VALPROIQUE,Anticonvulsivants,Oui
DEPAKINE,500 mg,Comprimes gastro-resistants,FL/20,18.675,18.66,ACIDE VALPROIQUE,Anticonvulsivants,Oui
DEPAKINE,500 mg,Comprimes pellicules secables LP,FL/30,16.26,15.57,VALPROATE DE SODIUM + ACIDE VALPROIQUE,Anticonvulsivants,Oui
DEPAKINE CHRONO,500 mg,Comprimes pellicules secables LP,FL/30,12.17,12.16,ACIDE VALPROIQUE,Anticonvulsivants,Oui
DEPAMIDE,300 mg,Comprimes pellicules,B/30,5.089,5.07,VALPROMIDE,Anticonvulsivants,Oui
DEPO-MEDROL,80 mg/2 ml,Suspension injectable,Ser/2 ml,5.181,4.404,METHYLPREDNISOLONE,Corticoïdes,Oui
DEPROXYL,20 mg,Comprimes pellicules secables,B/14,12.795,7.949,PAROXETINE,Antidépresseurs,Oui
DEPROXYL,20 mg,Comprimes pellicules secables,B/30,25.345,17.034,PAROXETINE,Antidépresseurs,Oui
DERMOCINE PLUS,"2% + 0,1%",Creme dermique,T/15 g,5.05,4.284,BETAMETHASONE + ACIDE FUSIDIQUE,Corticoïdes,Non
DERMOCORT,"0,05%",Creme dermique,T/10 g,3.08,2.618,CLOBETASOL,Corticoïdes,Non
DERMOSALIC,"0,05%",Lotion,FL/30 g,5.185,4.386,BETAMETHASONE+ACIDE SALICYLIQUE,Corticoïdes,Non
DERMOSALIC,"0,05%",Pommade dermique,T/30 g,5.195,4.412,BETAMETHASONE+ACIDE SALICYLIQUE,Corticoïdes,Non
DERMOSONE,"0,05%",Creme dermique,T/15 g,3.22,2.372,BETAMETHASONE,Corticoïdes,Non
DERMOSONE,"0,05%",Lotion,FL/15 ml,2.05,0.765,BETAMETHASONE,Corticoïdes,Non
DERMOSONE,"0,05%",Lotion,FL/30 ml,1.815,1.53,BETAMETHASONE,Corticoïdes,Non
DERMOSONE,"0,05%",Pommade dermique,T/15 g,3.52,2.461,BETAMETHASONE,Corticoïdes,Non
DEROXAT,20 mg,Comprimes pellicules secables,B/14,33.515,7.949,PAROXETINE,Antidépresseurs,Oui
DEROXAT,20 mg,Comprimes pellicules secables,B/50,70.93,28.39,PAROXETINE,Antidépresseurs,Oui
DESLOR,5 mg,Comprimes pellicules,B/15,7.83,4.118,DESLORATADINE,Antihistaminiques,Non
DESLOR,5 mg,Comprimes pellicules,B/30,12.88,8.236,DESLORATADINE,Antihistaminiques,Non
DESLOR,5 mg,Comprimes pellicules,B/7,3.8,1.922,DESLORATADINE,Antihistaminiques,Non
DESLORYNE 5,5 mg,Comprimes pellicules,B/10,4.445,2.745,DESLORATADINE,Antihistaminiques,Non
DESLORYNE 5,5 mg,Comprimes pellicules,B/30,11.07,8.236,DESLORATADINE,Antihistaminiques,Non
DESOMEDINE,"0,10%",Collyre,FL/10 ml,4.76,1.904,HEXAMIDINE,Autres,Oui
DESONID,64 µg/dose,Suspension nasale,FL/120 doses,14.165,12.036,BUDESONIDE,Corticoïdes,Oui
DETRUSITOL RETARD,2 mg,Gelules à liberation prolongee,B/14,20.947,8.378,TOLTERODINE,Antispasmodiques,Non
DETRUSITOL RETARD,4 mg,Gelules à liberation prolongee,B/14,23.945,9.576,TOLTERODINE,Antispasmodiques,Non
DEXAMEDIS,4 mg/ml,Solution injectable,B/1/1 ml,1.01,0.623,DEXAMETHASONE,Corticoïdes,Oui
DEXAMEDIS FORT,8 mg/2 ml,Solution injectable,B/1/2 ml,1.57,1.063,DEXAMETHASONE,Corticoïdes,Oui
DEXAMEX,"0,10%",Collyre,FL/5 ml,3.73,3.171,DEXAMETHASONE+NEOMYCINE,Corticoïdes,Non
DEXONE 4,4 mg/ml,Solution injectable,B/1/1 ml,1.015,0.623,DEXAMETHASONE,Corticoïdes,Oui
DEXONE 4,4 mg/ml,Solution injectable,B/5/1 ml,4.345,3.115,DEXAMETHASONE,Corticoïdes,Oui
DEXONE 8,8 mg/2 ml,Solution injectable,B/1/2 ml,1.25,1.063,DEXAMETHASONE,Corticoïdes,Oui
DIABENORM,80 mg,Comprimes secables,B/20,3.685,2.686,GLICLAZIDE,Antidiabétiques,Oui
DIABENORM,80 mg,Comprimes secables,B/60,9.5,8.058,GLICLAZIDE,Antidiabétiques,Oui
DIABENYL,5 mg,Comprimes secables,B/100,9.895,5.61,GLIBENCLAMIDE,Antidiabétiques,Oui
DIABENYL,5 mg,Comprimes secables,B/20,2.47,1.122,GLIBENCLAMIDE,Antidiabétiques,Oui
DIABIPHAGE,1000 mg,Comprimes pellicules secables,B/60,6.4,5.151,METFORMINE,Antidiabétiques,Oui
DIABIPHAGE,850 mg,Comprimes pellicules,B/60,5.26,4.437,METFORMINE,Antidiabétiques,Oui
DIABIREL,1 mg,Comprimes secables,B/30,7.32,3.57,GLIMEPIRIDE,Antidiabétiques,Oui
DIABIREL,2 mg,Comprimes secables,B/30,11.885,5.916,GLIMEPIRIDE,Antidiabétiques,Oui
DIABIREL,3 mg,Comprimes secables,B/30,13.19,7.115,GLIMEPIRIDE,Antidiabétiques,Oui
DIABIREL,4 mg,Comprimes secables,B/30,15.06,8.288,GLIMEPIRIDE,Antidiabétiques,Oui
DIABITOS,1000 mg,Comprimes pellicules secables,B/30,4.46,2.575,METFORMINE,Antidiabétiques,Oui
DIABITOS,1000 mg,Comprimes pellicules secables,B/60,6.06,5.151,METFORMINE,Antidiabétiques,Oui
DIABITOS,850 mg,Comprimes pellicules,B/30,3.585,2.218,METFORMINE,Antidiabétiques,Oui
DIABITOS 850,850 mg,Comprimes pellicules,B/60,7.035,4.437,METFORMINE,Antidiabétiques,Oui
DIABITOS 850,850 mg,Comprimes pellicules,B/90,10.075,6.655,METFORMINE,Antidiabétiques,Oui
DIACURE ENFANT,30 mg,Granules pour solution buvable,B/30 sachets,12.03,4.812,RACECADOTRIL,Antidiarrhéiques,Non
DIACURE NOURRISSON,10 mg,Granules pour solution buvable,B/16 sachets,11.65,4.659,RACECADOTRIL,Antidiarrhéiques,Non
DIAFORMINE 850,850 mg,Comprimes pellicules,B/30,3.32,2.218,METFORMINE,Antidiabétiques,Oui
DIALON,850 mg,Comprimes pellicules,B/30,3.925,2.218,METFORMINE,Antidiabétiques,Oui
DIAMEZID,30 mg,Comprimes pellicules à liberation modifiee,B/30,10.95,9.307,GLICLAZIDE,Antidiabétiques,Oui
DIAMEZID,60 mg,Comprimes pellicules secables à liberation modifiee,B/30,16.195,9.843,GLICLAZIDE,Antidiabétiques,Oui
DIAMEZID,60 mg,Comprimes pellicules secables à liberation modifiee,B/90,42.63,29.529,GLICLAZIDE,Antidiabétiques,Oui
DIAMICRON,60 mg,Comprimes secables à liberation modifiee,B/90,63.89,29.529,GLICLAZIDE,Antidiabétiques,Oui
DIAMICRON,60 mg,Comprimes à liberation modifiee,B/30,23.575,9.843,GLICLAZIDE,Antidiabétiques,Oui
DIAMICRON LM,30 mg,Comprimes à liberation modifiee,B/30,12.035,9.307,GLICLAZIDE,Antidiabétiques,Oui
DIAMOX 250 MG,250 mg,Comprimes,B/24,2.512,2.122,ACETAZOLAMIDE,Anticonvulsivants,Oui
DIANE 35,35 µg,Comprimes enrobes,B/21,9.9,6.587,CYPROTERONE+ETHINYLESTRADIOL,Hormones,Oui
DIAREN ENFANT,30 mg,Poudre pour solution orale,B/30 sachets,13.22,4.812,RACECADOTRIL,Antidiarrhéiques,Non
DIAREN NOURRISSON,10 mg,Poudre Orale,B/16,11.655,4.659,RACECADOTRIL,Antidiarrhéiques,Non
DIARETYL,2 mg,Gelules,B/10,2.42,0.788,LOPERAMIDE,Antidiarrhéiques,Non
DIARETYL,2 mg,Gelules,B/20,3.94,1.576,LOPERAMIDE,Antidiarrhéiques,Non
DIARIX,200 mg,Comprimes pellicules,B/12,13.565,3.984,RIFAXIMINA,Antibiotiques,Oui
DIARIX,200 mg,Comprimes pellicules,B/42,34.86,13.944,RIFAXIMINA,Antibiotiques,Oui
DIARRYL,"4,00%",Suspension buvable,FL/90 ml,3.735,1.476,NIFUROXAZIDE,Antidiarrhéiques,Non
DIAZEPAM,5 mg,Comprimes,B/50,3.89,1.54,DIAZEPAM,Anxiolytiques (calmants),Oui
DICETEL 100,100 mg,Comprimes pellicules,B/20,14.465,5.784,PINAVERIUM,Antispasmodiques,Non
DICLOABAK,1 mg/ml,Collyre,FL/10 ml,11.45,7.854,DICLOFENAC,Anti-inflammatoires,Non
DICLOFEN,100 mg,Suppositoires,B/10,6.3,3.179,DICLOFENAC,Anti-inflammatoires,Oui
DICLOFEN,25 mg,Comprimes gastro-resistants,B/30,3.49,2.397,DICLOFENAC,Anti-inflammatoires,Oui
DICLOFEN,50 mg,Comprimes gastro-resistants,B/30,5.105,4.335,DICLOFENAC,Anti-inflammatoires,Oui
DICLOGESIC 75,75 mg/3 ml,Solution injectable,B/5/3 ml,3.24,2.754,DICLOFENAC,Anti-inflammatoires,Oui
DICLOPAL,100 mg,Suppositoires,B/10,6.245,3.179,DICLOFENAC,Anti-inflammatoires,Oui
DICLOREUM,75 mg/3 ml,Solution injectable,B/5/3 ml,3.24,2.754,DICLOFENAC,Anti-inflammatoires,Oui
DIFFERINE,"0,10%",Creme dermique,T/30 g,11.397,4.548,ADAPALENE,Anticancéreux,Oui
DIFFERINE,"0,10%",Gel dermique,T/30 g,10.925,4.368,ADAPALENE,Anticancéreux,Oui
DIFLUZOL,50 mg,Gelules,B/7,24.09,17.642,FLUCONAZOLE,Antifongiques,Non
DIGOXINE,"0,25 mg",Comprimes secables,B/30,4.638,2.499,DIGOXINE,Autres,Oui
DIGOXINE,"5 µg/0,1 ml",Gouttes buvables,FL/60 ml,1.487,1.224,DIGOXINE,Autres,Oui
DIGOXINE NIHFI,"0,25 mg",Comprimes secables,B/20,1.979,1.666,DIGOXINE,Autres,Oui
DILACOR,2 mg,Comprimes secables,B/30,5.605,3.392,MOLSIDOMINE,Antihypertenseurs,Oui
DILACOR,2 mg,Comprimes secables,B/90,13.585,10.175,MOLSIDOMINE,Antihypertenseurs,Oui
DILACOR,4 mg,Comprimes,B/30,10.675,6.503,MOLSIDOMINE,Antihypertenseurs,Oui
DILACOR,4 mg,Comprimes,B/90,27.41,19.508,MOLSIDOMINE,Antihypertenseurs,Oui
DILATRANE,"1,00%",Sirop,FL/200 ml,4.289,3.57,THEOPHYLLINE,Bronchodilatateurs,Oui
DIMETASONE,"0,05%",Creme dermique,T/15 g,3.581,2.372,BETAMETHASONE,Corticoïdes,Non
DIMETASONE,"0,05%",Lotion,FL/30 ml,4.459,1.53,BETAMETHASONE,Corticoïdes,Non
DIMETASONE,"0,05%",Pommade dermique,T/15 g,3.718,2.461,BETAMETHASONE,Corticoïdes,Non
DINALEXIN,20 mg,Gelules,B/12,16.235,8.384,FLUOXETINE,Antidépresseurs,Oui
DINALEXIN,20 mg,Gelules,B/30,25.255,20.961,FLUOXETINE,Antidépresseurs,Oui
DIOSTAR,80 mg,Comprimes pellicules,B/30,26.345,14.56,VALSARTAN,Antihypertenseurs,Oui
DIOSTAR -PLUS,160 mg/25 mg,Comprimes pellicules,B/30,37.335,27.412,VALSARTAN / HYDROCHLOROTHIAZIDE,Antihypertenseurs,Oui
DIOSTAR -PLUS,"80 mg/12,5 mg",Comprimes pellicules,B/30,23.75,17.799,VALSARTAN / HYDROCHLOROTHIAZIDE,Antihypertenseurs,Oui
DIPHANTOINE,100 mg,Comprimes,B/100,19.471,19.4,PHENYTOINE,Anticonvulsivants,Oui
DIPIPERON,40 mg,Comprimes secables,B/20,3.841,3.264,PIPAMPERONE,Antipsychotiques,Oui
DIPRED,20 mg,Comprimes,B/15,11.74,9.971,PREDNISONE,Corticoïdes,Oui
DIPRED,5 mg,Comprimes,B/30,7.16,5.049,PREDNISONE,Corticoïdes,Oui
DIPROSTENE,7 mg,Suspension injectable,B/1 Ser/1 ml,5.55,4.717,BETAMETHASONE,Corticoïdes,Oui
DIROXYL,6 mg,Comprimes quadrisecables,T/30,3.38,1.344,BROMAZEPAM,Anxiolytiques (calmants),Oui
DIUREX,"2,5 mg",Comprimes pellicules,B/30,5.665,4.794,INDAPAMIDE,Diurétiques,Oui
DIVARIUS,20 mg,Comprimes pellicules secables,B/28,38.84,15.898,PAROXETINE,Antidépresseurs,Oui
DIVINUS,10 mg,Comprimes pellicules,B/30,52.24,43.962,DAPAGLIFLOZINE,Antidiabétiques,Oui
DIVINUS,5 mg,Comprimes pellicules,B/30,52.24,43.962,DAPAGLIFLOZINE,Antidiabétiques,Oui
DOGMACARE,50 mg,Gelules,B/30,5.51,3.647,SULPIRIDE,Antipsychotiques,Oui
DOGMATIL,"0,50%",Solution buvable,FL/200 ml,4.165,2.38,SULPIRIDE,Antipsychotiques,Oui
DOGMATIL,100 mg/2 ml,Solution injectable,B/4/2 ml,3.645,1.72,SULPIRIDE,Antipsychotiques,Oui
DOGMATIL,200 mg,Comprimes secables,B/12,9.75,7.579,SULPIRIDE,Antipsychotiques,Oui
DOGMATIL,50 mg,Gelules,B/30,5.795,3.647,SULPIRIDE,Antipsychotiques,Oui
DOLICASAIPH,150 mg,Gelules,B/60,85.395,57.0,PREGABALINE,Anticonvulsivants,Oui
DOLICASAIPH,75 mg,Gelules,B/15,18.285,13.455,PREGABALINE,Anticonvulsivants,Oui
DOLICASAIPH,75 mg,Gelules,B/30,29.93,26.91,PREGABALINE,Anticonvulsivants,Oui
DOLICASAIPH,75 mg,Gelules,B/60,58.08,53.82,PREGABALINE,Anticonvulsivants,Oui
DOLIPRANE,10 mg/ml,Solution injectable,B/6/100 ml,27.1,21.14,PARACETAMOL,Analgésiques (antidouleurs),Non
DOLIPRANE,10 mg/ml,Solution injectable pour perfusion,B/1 FL 50 ml,4.565,3.523,PARACETAMOL,Analgésiques (antidouleurs),Non
DOLIPRANE,10 mg/ml,Solution injectable pour perfusion,B/6 poche multicouches/50 ml,12.11,10.292,PARACETAMOL,Analgésiques (antidouleurs),Non
DOLIPRANE,10 mg/ml,Solution injectable pour perfusion,B/6 poche pvc/100 ml,24.87,21.14,PARACETAMOL,Analgésiques (antidouleurs),Non
DOLIPRANE,10 mg/ml,Solution injectable pour perfusion,B/6 poche pvc/50 ml,24.87,21.14,PARACETAMOL,Analgésiques (antidouleurs),Non
DOLIPRANE,10 mg/ml,Solution injectable pour perfusion,Poche/100 ml,4.15,3.523,PARACETAMOL,Analgésiques (antidouleurs),Non
DOLIPRANE,10 mg/ml,Solution injectable pour perfusion,Poche/50 ml,2.08,1.715,PARACETAMOL,Analgésiques (antidouleurs),Non
DOLIPRANE,10 mg/ml,Solution pour perfusion,B/6/50 ml,13.55,10.292,PARACETAMOL,Analgésiques (antidouleurs),Non
DOLIPRANE,100 mg,Poudre pour solution orale,B/12,1.21,1.02,PARACETAMOL,Analgésiques (antidouleurs),Non
DOLIPRANE,1000 mg,Comprimes,B/8,2.415,2.047,PARACETAMOL,Analgésiques (antidouleurs),Non
DOLIPRANE,1000 mg,Comprimes effervescents,B/1 Tube/8,2.79,1.986,PARACETAMOL,Analgésiques (antidouleurs),Non
DOLIPRANE,1000 mg,Comprimes effervescents,B/8,2.415,2.047,PARACETAMOL,Analgésiques (antidouleurs),Non
DOLIPRANE,1000 mg,Comprimes effervescents,T/8,3.885,2.047,PARACETAMOL,Analgésiques (antidouleurs),Non
DOLIPRANE,150 mg,Poudre pour solution orale,B/12,1.63,1.377,PARACETAMOL,Analgésiques (antidouleurs),Non
DOLIPRANE,150 mg,Suppositoires,B/10,2.275,1.93,PARACETAMOL,Analgésiques (antidouleurs),Non
DOLIPRANE,170 mg,Suppositoires,B/10,0.91,0.774,PARACETAMOL,Analgésiques (antidouleurs),Non
DOLIPRANE,200 mg,Poudre pour solution orale,B/12,1.85,1.326,PARACETAMOL,Analgésiques (antidouleurs),Non
DOLIPRANE,"3,00%",Sirop,FL/90 ml,1.17,0.994,PARACETAMOL,Analgésiques (antidouleurs),Non
DOLIPRANE,"3,00%",Solution buvable,FL/100 ml,2.855,1.7,PARACETAMOL,Analgésiques (antidouleurs),Non
DOLIPRANE,"3,00%",Solution buvable,FL/90 ml,1.97,1.53,PARACETAMOL,Analgésiques (antidouleurs),Non
DOLIPRANE,"3,00%",Suspension buvable,FL/100 ml,3.62,3.06,PARACETAMOL,Analgésiques (antidouleurs),Non
DOLIPRANE,"3,00%",Suspension buvable,FL/90 ml,1.86,1.53,PARACETAMOL,Analgésiques (antidouleurs),Non
DOLIPRANE,300 mg,Poudre pour solution orale,B/12 sachets,3.935,1.836,PARACETAMOL,Analgésiques (antidouleurs),Non
DOLIPRANE,300 mg,Suppositoires,B/10,2.77,2.355,PARACETAMOL,Analgésiques (antidouleurs),Non
DOLIPRANE,500 mg,Comprimes,B/16,1.955,0.68,PARACETAMOL,Analgésiques (antidouleurs),Non
DOLIPRANE,500 mg,Gelules,B/16,2.715,0.68,PARACETAMOL,Analgésiques (antidouleurs),Non
DOLIPRANE,"6,50%",Solution buvable,120 ml,2.14,1.734,PARACETAMOL,Analgésiques (antidouleurs),Non
DOLIPRANE,"6,50%",Suspension buvable,FL/125 ml,6.61,1.806,PARACETAMOL,Analgésiques (antidouleurs),Non
DOLIPRANE,600 mg,Suppositoires,B/10,3.465,2.941,PARACETAMOL,Analgésiques (antidouleurs),Non
DOLIPRANE,80 mg,Suppositoires,B/10,0.865,0.731,PARACETAMOL,Analgésiques (antidouleurs),Non
DOLIPRANE VITAMINE C,500 mg/150 mg,Comprimes effervescents,B/2 tubes/8,4.95,4.202,PARACETAMOL+VITAMINE C,Analgésiques (antidouleurs),Non
DOLOPRO,500 mg,Comprimes,B/16,1.56,0.68,PARACETAMOL,Analgésiques (antidouleurs),Non
DOLVEN,200 mg,Gelules,B/20,3.23,2.295,IBUPROFEN,Anti-inflammatoires,Non
DOMINAR,250 mg,Comprimes pellicules,B/14,13.295,11.293,CLARITHROMYCINE,Antibiotiques,Oui
DOMPER,1 mg/ml,Suspension buvable,FL/200 ml,6.535,2.56,DOMPERIDONE,Antinauséeux (antiémétiques),Non
DOMPER,10 mg,Comprimes pellicules,B/40,6.235,2.064,DOMPERIDONE,Antinauséeux (antiémétiques),Non
DOMPYREX,10 mg,Comprimes pellicules,B/40,6.395,2.064,DOMPERIDONE,Antinauséeux (antiémétiques),Non
DOPANORE,250 mg,Comprimes enrobes,B/30,7.29,3.009,METHYLDOPA,Antihypertenseurs,Oui
DOPANORE,250 mg,Comprimes pellicules,B/30,3.56,3.009,METHYLDOPA,Antihypertenseurs,Oui
DOPERAN,10 mg/2 ml,Solution injectable,B/4/2 ml,2.24,0.792,METOCLOPRAMIDE,Antinauséeux (antiémétiques),Non
DOPIDIUM,10 mg,Comprimes pellicules,B/20,3.07,1.032,DOMPERIDONE,Antinauséeux (antiémétiques),Non
DOPIDIUM,10 mg,Comprimes pellicules,B/40,5.16,2.064,DOMPERIDONE,Antinauséeux (antiémétiques),Non
DOPRID 100,100 mg/2 ml,Solution injectable,B/4/2 ml,2.25,1.72,SULPIRIDE,Antipsychotiques,Oui
DOPRID 50,50 mg,Gelules,B/30,4.3,3.647,SULPIRIDE,Antipsychotiques,Oui
DOPRID PER OS,5 mg/ml,Solution buvable,FL/200 ml,2.98,2.38,SULPIRIDE,Antipsychotiques,Oui
DORZO SP,"2,00%",Collyre,FL/5 ml,25.24,16.482,DORZOLAMIDE,Autres,Oui
DOSTINEX,"0,5 mg",Comprimes secables,FL/2,30.445,13.149,Cabergoline,Hormones,Oui
DOSTINEX,"0,5 mg",Comprimes secables,FL/8,106.165,52.598,Cabergoline,Hormones,Oui
